index,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day,id,diff_Temperature,diff_Humidity,diff_Light,diff_CO2,diff_HumidityRatio
4121,20.56666667,35.86333333,260.3333333,515.3333333,0.005378325,0,2015-02-14,656.0,0.32166666999999904,-0.48166666999999563,188.3333333,-1.1666666999999507,3.5261999999999447e-05
7289,20.89,23.1,0.0,494.0,0.003523482,0,2015-02-02,404.0,0.0,-0.09999999999999787,0.0,-0.25,-1.5339999999999972e-05
1732,21.5,28.245,0.0,570.5,0.004479449,0,2015-12-02,1147.0,-0.10000000000000142,0.245000000000001,0.0,-9.0,1.1673999999999712e-05
513,20.29,33.2,0.0,451.0,0.004890785,0,2015-10-02,514.0,0.0,0.0,0.0,1.3333333000000493,0.0
14429,19.365,30.675,81.5,435.75,0.004262574,0,2015-08-02,730.0,0.16499999999999915,-0.11499999999999844,56.5,7.416666699999951,2.795699999999946e-05
8895,21.39,27.1,464.0,969.0,0.004267554000000001,1,2015-03-02,589.0,0.08333333000000209,0.3100000000000023,10.0,45.83333329999982,7.078900000000079e-05
7880,22.89,30.89,469.0,1386.4,0.005339048000000001,1,2015-03-02,955.0,0.0,0.21499999999999986,15.0,34.65000000000009,3.747700000000104e-05
15024,19.39,27.39,0.0,443.0,0.003809261,0,2015-08-02,1264.0,0.0,0.0,0.0,-9.5,0.0
11336,22.1,26.0725,476.25,1029.5,0.004287972,1,2015-05-02,578.0,0.03333333000000138,0.27916667000000217,-27.41666669999995,60.16666670000018,5.489500000000012e-05
2558,22.89,24.295,624.0,1105.0,0.004191483,1,2015-12-02,593.0,0.28999999999999915,-0.9049999999999976,35.0,-47.5,-8.088699999999997e-05
1429,23.89,24.2,139.0,661.0,0.00443656,0,2015-12-02,844.0,-0.134999999999998,0.09999999999999787,-42.75,-20.5,-1.7780000000000226e-05
16963,19.39,26.0,0.0,463.0,0.0036148240000000004,0,2015-09-02,444.0,0.0,0.0,0.0,-3.0,0.0
13595,19.89,26.6,0.0,441.0,0.003816134,0,2015-07-02,1275.0,0.0,0.21000000000000085,0.0,1.0,3.0311000000000313e-05
3593,20.96333333,24.63333333,0.0,583.6666667000001,0.003775872,0,2015-02-13,188.0,0.018333330000000814,-0.31166667000000103,0.0,8.166666700000064,-4.373200000000032e-05
3498,20.0,33.09,0.0,507.0,0.004787100999999999,0,2015-02-13,1412.0,-0.10000000000000142,0.34500000000000597,0.0,8.0,2.064399999999935e-05
14887,19.29,27.7,0.0,439.0,0.003828582,0,2015-08-02,1187.0,0.0,0.05000000000000071,0.0,4.0,6.952999999999647e-06
16836,19.445,26.7,0.0,459.5,0.003725531,0,2015-09-02,317.0,0.054999999999999716,-0.08999999999999986,0.0,-8.0,2.139999999996832e-07
5393,19.96333333,36.5,6.0,505.33333330000005,0.005272521,0,2015-02-14,548.0,-0.0366666699999989,0.0,0.0,-1.6666666999999507,-1.2092000000000873e-05
12292,20.0,18.79,0.0,436.5,0.0027093209999999998,0,2015-06-02,1412.0,0.10999999999999943,-0.10000000000000142,0.0,0.5,4.103000000000093e-06
14547,20.675,26.4725,113.0,415.75,0.003987752,0,2015-08-02,847.0,-0.02499999999999858,-0.317499999999999,-73.0,-12.25,-5.4400000000000455e-05
1173,20.7,26.7,0.0,510.0,0.004028485,0,2015-12-02,48.0,0.09999999999999787,0.10999999999999943,0.0,3.5,4.151200000000049e-05
17028,19.5,26.79,0.0,469.0,0.0037510509999999996,0,2015-09-02,509.0,0.0,0.08999999999999986,0.0,-4.0,1.2676999999999567e-05
13322,20.5,21.495,0.0,438.5,0.003199165,0,2015-07-02,1063.0,0.0,0.20500000000000185,0.0,3.0,3.0665999999999506e-05
16688,19.445,26.65,0.0,468.5,0.0037185129999999997,0,2015-09-02,169.0,0.054999999999999716,-0.05000000000000071,0.0,-2.5,5.7859999999993784e-06
8349,20.89,25.5,0.0,573.6,0.003891849,0,2015-03-02,1362.0,0.02500000000000213,-0.07499999999999929,0.0,-4.649999999999977,-5.480999999999889e-06
2272,20.55,24.4,0.0,563.5,0.0036453440000000004,0,2015-12-02,308.0,-0.05000000000000071,0.75,0.0,7.0,0.00010171400000000058
7684,22.675,26.675,652.75,1028.5,0.004545053,1,2015-03-02,758.0,0.24833333000000124,-0.3066666699999985,23.083333299999936,-6.666666999999961,1.6694000000000257e-05
16348,19.39,27.06666667,0.0,465.33333330000005,0.003764022,0,2015-09-02,68.0,0.0,0.17666666999999947,0.0,4.333333300000049,2.4716000000000148e-05
3995,22.5,24.9175,1021.25,577.5,0.004198397,1,2015-02-13,590.0,0.18499999999999872,-0.28249999999999886,378.75,-3.75,-1.0299999999956178e-07
14901,19.5,30.1,0.0,435.5,0.00421765,0,2015-08-02,61.0,-0.05000000000000071,0.21000000000000085,0.0,-5.5,1.6496999999999866e-05
14709,19.5,27.0,24.0,426.75,0.003780633,0,2015-08-02,1010.0,-0.03333333000000138,0.10999999999999943,-7.0,-3.25,7.637000000000008e-06
14388,19.1,30.89,17.33333333,431.66666669999995,0.004221877,0,2015-08-02,689.0,-0.09999999999999787,0.19000000000000128,6.8333333299999985,4.666666699999951,-2.780000000002572e-07
16794,19.29,26.79,0.0,461.0,0.003702057,0,2015-09-02,276.0,0.0,0.0,0.0,-9.5,0.0
1850,21.29,27.89,0.0,565.0,0.004365799,0,2015-12-02,1204.0,0.0,0.19000000000000128,0.0,-5.0,2.9949000000000468e-05
4411,19.79,36.2,24.0,509.0,0.005172462,0,2015-02-14,946.0,-0.10000000000000142,0.0,-7.0,0.0,-3.24489999999995e-05
14804,19.29,27.5,0.0,426.0,0.00380077,0,2015-08-02,1105.0,0.0,0.054999999999999716,0.0,-1.5,7.64800000000029e-06
16678,19.39,26.7,0.0,471.5,0.0037127270000000003,0,2015-09-02,159.0,0.0,-0.08999999999999986,0.0,0.5,-1.2589999999999824e-05
9520,20.7,24.79,0.0,481.0,0.003738573,0,2015-04-02,201.0,0.0,0.0,0.0,-1.0,0.0
15309,19.5,31.2,0.0,438.5,0.0043728659999999996,0,2015-08-02,231.0,0.10999999999999943,0.1999999999999993,0.0,3.5,5.806199999999935e-05
3259,21.0,24.6,0.0,579.0,0.003779293,0,2015-02-13,93.0,0.0,-0.1666666699999979,0.0,7.333333299999936,-2.5761000000000447e-05
12551,20.29,18.745,0.0,437.0,0.002751957,0,2015-06-02,352.0,0.0,-0.04499999999999815,0.0,5.5,-6.635999999999535e-06
9309,21.5,25.79,0.0,493.0,0.004087546,0,2015-04-02,882.0,0.0,0.0,0.0,3.0,0.0
4412,19.84,36.145,24.0,513.0,0.005180715,0,2015-02-14,947.0,-0.05000000000000071,-0.054999999999999716,-7.0,2.5,-2.4195999999999766e-05
7967,22.7,31.1,433.0,1344.25,0.005313565,1,2015-03-02,1040.0,0.0,-0.13599999999999923,0.0,-40.549999999999955,-2.3435999999999943e-05
553,20.84,35.195,433.0,636.75,0.005367640999999999,1,2015-10-02,554.0,0.19000000000000128,1.2199999999999989,14.0,102.25,0.00024837299999999965
5385,19.945,36.5,17.0,501.0,0.005266484,0,2015-02-14,540.0,0.054999999999999716,-0.14500000000000313,10.0,-8.5,-2.9519999999996424e-06
