index,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day,id,diff_Temperature,diff_Humidity,diff_Light,diff_CO2,diff_HumidityRatio
4121,20.56666667,35.86333333,260.3333333,515.3333333,0.005378325,0,2015-02-14,656.0,0.2766666700000009,-0.48166666999999563,154.3333333,2.8333333000000493,2.0249999999999435e-05
7289,20.89,23.1,0.0,494.0,0.003523482,0,2015-02-02,404.0,0.0,0.0,0.0,4.75,0.0
1732,21.5,28.245,0.0,570.5,0.004479449,0,2015-12-02,1147.0,0.0,0.11166667000000174,0.0,-5.5,1.783600000000024e-05
513,20.29,33.2,0.0,451.0,0.004890785,0,2015-10-02,514.0,0.0,0.0,0.0,-4.5,0.0
14429,19.365,30.675,81.5,435.75,0.004262574,0,2015-08-02,730.0,0.11999999999999744,-0.09249999999999758,14.25,9.0,1.910800000000032e-05
8895,21.39,27.1,464.0,969.0,0.004267554000000001,1,2015-03-02,589.0,0.10000000000000142,0.21000000000000085,6.25,34.0,5.935000000000055e-05
7880,22.89,30.89,469.0,1386.4,0.005339048000000001,1,2015-03-02,955.0,0.0,0.10000000000000142,15.0,23.23333300000013,1.7432000000001252e-05
15024,19.39,27.39,0.0,443.0,0.003809261,0,2015-08-02,1264.0,-0.054999999999999716,-0.054999999999999716,0.0,1.5,-2.0861999999999964e-05
11336,22.1,26.0725,476.25,1029.5,0.004287972,1,2015-05-02,578.0,0.0,-0.0024999999999977263,-13.25,26.25,-4.139999999997965e-07
2558,22.89,24.295,624.0,1105.0,0.004191483,1,2015-12-02,593.0,0.19000000000000128,-0.9949999999999974,-132.0,-90.0,-0.000122535
1429,23.89,24.2,139.0,661.0,0.00443656,0,2015-12-02,844.0,-0.10999999999999943,0.03333332999999783,-38.0,-2.6666667000000643,-2.344000000000044e-05
16963,19.39,26.0,0.0,463.0,0.0036148240000000004,0,2015-09-02,444.0,0.0,0.10999999999999943,0.0,-8.0,1.5382000000000416e-05
13595,19.89,26.6,0.0,441.0,0.003816134,0,2015-07-02,1275.0,0.0,0.0,0.0,3.0,0.0
3593,20.96333333,24.63333333,0.0,583.6666667000001,0.003775872,0,2015-02-13,188.0,0.07333333000000053,-0.11166667000000174,0.0,4.166666700000064,-4.799999999988841e-08
3498,20.0,33.09,0.0,507.0,0.004787100999999999,0,2015-02-13,1412.0,-0.10000000000000142,0.24500000000000455,0.0,-1.5,5.975999999999551e-06
14887,19.29,27.7,0.0,439.0,0.003828582,0,2015-08-02,1187.0,0.0,0.0,0.0,7.0,0.0
16836,19.445,26.7,0.0,459.5,0.003725531,0,2015-09-02,317.0,0.054999999999999716,-0.045000000000001705,0.0,-8.5,6.508999999999595e-06
5393,19.96333333,36.5,6.0,505.33333330000005,0.005272521,0,2015-02-14,548.0,0.018333330000000814,0.0,0.0,1.8333333000000493,6.036999999999536e-06
12292,20.0,18.79,0.0,436.5,0.0027093209999999998,0,2015-06-02,1412.0,0.10999999999999943,0.0,0.0,-2.5,1.8484999999999942e-05
14547,20.675,26.4725,113.0,415.75,0.003987752,0,2015-08-02,847.0,-0.02499999999999858,-0.07750000000000057,35.5,-0.25,-1.7955000000000054e-05
1173,20.7,26.7,0.0,510.0,0.004028485,0,2015-12-02,48.0,0.09999999999999787,0.5500000000000007,0.0,-1.5,0.00010790300000000034
17028,19.5,26.79,0.0,469.0,0.0037510509999999996,0,2015-09-02,509.0,0.0,0.08999999999999986,0.0,-8.5,1.2676999999999567e-05
13322,20.5,21.495,0.0,438.5,0.003199165,0,2015-07-02,1063.0,0.0,0.10500000000000043,0.0,-1.5,1.570700000000022e-05
16688,19.445,26.65,0.0,468.5,0.0037185129999999997,0,2015-09-02,169.0,0.054999999999999716,-0.05000000000000071,0.0,-0.5,5.7859999999993784e-06
8349,20.89,25.5,0.0,573.6,0.003891849,0,2015-03-02,1362.0,0.0,-0.10000000000000142,0.0,0.8500000000000227,-1.5358000000000038e-05
2272,20.55,24.4,0.0,563.5,0.0036453440000000004,0,2015-12-02,308.0,-0.05000000000000071,0.4049999999999976,0.0,4.5,4.972200000000031e-05
7684,22.675,26.675,652.75,1028.5,0.004545053,1,2015-03-02,758.0,0.1750000000000007,-0.21499999999999986,-6.649999999999977,-8.5,1.1882999999999859e-05
16348,19.39,27.06666667,0.0,465.33333330000005,0.003764022,0,2015-09-02,68.0,0.0,0.17666666999999947,0.0,2.8333333000000493,2.4716000000000148e-05
3995,22.5,24.9175,1021.25,577.5,0.004198397,1,2015-02-13,590.0,0.1433333300000008,-0.24916667000000103,339.25,1.8333332999999357,-5.227000000000009e-06
14901,19.5,30.1,0.0,435.5,0.00421765,0,2015-08-02,61.0,-0.10000000000000142,0.10000000000000142,0.0,-1.5,-1.2282000000000612e-05
14709,19.5,27.0,24.0,426.75,0.003780633,0,2015-08-02,1010.0,0.0,0.10999999999999943,0.0,5.0,1.549499999999992e-05
14388,19.1,30.89,17.33333333,431.66666669999995,0.004221877,0,2015-08-02,689.0,0.0,0.10000000000000142,-4.6666666700000015,1.6666666999999507,1.3759999999999814e-05
16794,19.29,26.79,0.0,461.0,0.003702057,0,2015-09-02,276.0,0.0,0.0,0.0,-8.0,0.0
1850,21.29,27.89,0.0,565.0,0.004365799,0,2015-12-02,1204.0,0.0,-0.004999999999999005,0.0,-2.5,-7.890000000001715e-07
4411,19.79,36.2,24.0,509.0,0.005172462,0,2015-02-14,946.0,-0.07499999999999929,-0.0449999999999946,6.5,-1.75,-3.083399999999955e-05
14804,19.29,27.5,0.0,426.0,0.00380077,0,2015-08-02,1105.0,0.0,0.0,0.0,2.0,0.0
16678,19.39,26.7,0.0,471.5,0.0037127270000000003,0,2015-09-02,159.0,0.0,0.0,0.0,-0.5,0.0
9520,20.7,24.79,0.0,481.0,0.003738573,0,2015-04-02,201.0,0.0,0.0,0.0,0.39999999999997726,0.0
