index,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day,id,diff_Temperature,diff_Humidity,diff_Light,diff_CO2,diff_HumidityRatio
4121,20.56666667,35.86333333,260.3333333,515.3333333,0.005378325,0,2015-02-14,656.0,0.2766666700000009,-0.5366666699999953,193.8333333,4.333333300000049,1.2071999999999257e-05
7289,20.89,23.1,0.0,494.0,0.003523482,0,2015-02-02,404.0,0.0,-0.02499999999999858,0.0,0.25,-3.83500000000021e-06
1732,21.5,28.245,0.0,570.5,0.004479449,0,2015-12-02,1147.0,-0.10000000000000142,0.245000000000001,0.0,-13.5,1.1673999999999712e-05
513,20.29,33.2,0.0,451.0,0.004890785,0,2015-10-02,514.0,0.0,0.0,0.0,-9.0,0.0
14429,19.365,30.675,81.5,435.75,0.004262574,0,2015-08-02,730.0,0.16499999999999915,-0.11499999999999844,28.5,14.25,2.795699999999946e-05
8895,21.39,27.1,464.0,969.0,0.004267554000000001,1,2015-03-02,589.0,0.03333333000000138,0.3100000000000023,10.0,43.5,5.7816000000000464e-05
7880,22.89,30.89,469.0,1386.4,0.005339048000000001,1,2015-03-02,955.0,0.0,0.10000000000000142,15.0,22.200000000000045,1.7432000000001252e-05
15024,19.39,27.39,0.0,443.0,0.003809261,0,2015-08-02,1264.0,0.0,0.0,0.0,-4.0,0.0
11336,22.1,26.0725,476.25,1029.5,0.004287972,1,2015-05-02,578.0,0.0,0.1458333300000021,-26.75,43.16666670000018,2.414900000000022e-05
2558,22.89,24.295,624.0,1105.0,0.004191483,1,2015-12-02,593.0,0.19000000000000128,-0.9949999999999974,31.5,-61.0,-0.000122535
1429,23.89,24.2,139.0,661.0,0.00443656,0,2015-12-02,844.0,-0.10999999999999943,0.09999999999999787,-32.0,-8.0,-1.1048999999999955e-05
16963,19.39,26.0,0.0,463.0,0.0036148240000000004,0,2015-09-02,444.0,0.0,0.0,0.0,-6.0,0.0
13595,19.89,26.6,0.0,441.0,0.003816134,0,2015-07-02,1275.0,0.10000000000000142,0.21000000000000085,0.0,6.0,5.3859000000000285e-05
3593,20.96333333,24.63333333,0.0,583.6666667000001,0.003775872,0,2015-02-13,188.0,0.07333333000000053,-0.33000000000000185,0.0,5.666666700000064,-3.356799999999988e-05
3498,20.0,33.09,0.0,507.0,0.004787100999999999,0,2015-02-13,1412.0,0.0,0.30000000000000426,0.0,2.0,4.373199999999945e-05
14887,19.29,27.7,0.0,439.0,0.003828582,0,2015-08-02,1187.0,-0.10000000000000142,0.05000000000000071,0.0,4.0,-1.706199999999998e-05
16836,19.445,26.7,0.0,459.5,0.003725531,0,2015-09-02,317.0,0.054999999999999716,0.0,0.0,-4.5,1.2803999999999507e-05
5393,19.96333333,36.5,6.0,505.33333330000005,0.005272521,0,2015-02-14,548.0,-0.009166669999999044,0.10000000000000142,-11.0,4.083333300000049,1.1554999999999899e-05
12292,20.0,18.79,0.0,436.5,0.0027093209999999998,0,2015-06-02,1412.0,0.10999999999999943,-0.10000000000000142,0.0,-7.5,4.103000000000093e-06
14547,20.675,26.4725,113.0,415.75,0.003987752,0,2015-08-02,847.0,-0.02499999999999858,-0.20250000000000057,-23.0,-7.25,-3.6936000000000434e-05
1173,20.7,26.7,0.0,510.0,0.004028485,0,2015-12-02,48.0,0.09999999999999787,0.09999999999999787,0.0,-0.33333330000004935,4.000300000000026e-05
17028,19.5,26.79,0.0,469.0,0.0037510509999999996,0,2015-09-02,509.0,0.0,0.08999999999999986,0.0,-4.0,1.2676999999999567e-05
13322,20.5,21.495,0.0,438.5,0.003199165,0,2015-07-02,1063.0,0.0,0.20500000000000185,0.0,-3.1666666999999507,3.0665999999999506e-05
16688,19.445,26.65,0.0,468.5,0.0037185129999999997,0,2015-09-02,169.0,0.054999999999999716,-0.05000000000000071,0.0,-1.5,5.7859999999993784e-06
8349,20.89,25.5,0.0,573.6,0.003891849,0,2015-03-02,1362.0,0.0,-0.10000000000000142,0.0,-3.6499999999999773,-1.5358000000000038e-05
2272,20.55,24.4,0.0,563.5,0.0036453440000000004,0,2015-12-02,308.0,-0.05000000000000071,0.1999999999999993,0.0,3.5,1.882300000000071e-05
7684,22.675,26.675,652.75,1028.5,0.004545053,1,2015-03-02,758.0,0.1750000000000007,-0.3249999999999993,27.950000000000045,-7.75,-6.796999999999359e-06
16348,19.39,27.06666667,0.0,465.33333330000005,0.003764022,0,2015-09-02,68.0,0.0,0.17666666999999947,0.0,5.333333300000049,2.4716000000000148e-05
3995,22.5,24.9175,1021.25,577.5,0.004198397,1,2015-02-13,590.0,0.16000000000000014,-0.2575000000000003,368.5,-8.5,-2.337999999999299e-06
14901,19.5,30.1,0.0,435.5,0.00421765,0,2015-08-02,61.0,-0.05000000000000071,0.15500000000000114,0.0,-6.5,8.713999999999944e-06
14709,19.5,27.0,24.0,426.75,0.003780633,0,2015-08-02,1010.0,-0.02499999999999858,0.10999999999999943,5.5,2.25,9.602999999999955e-06
14388,19.1,30.89,17.33333333,431.66666669999995,0.004221877,0,2015-08-02,689.0,-0.03333332999999783,0.16000000000000014,-7.6666666700000015,0.3333333999999013,1.3215999999999922e-05
16794,19.29,26.79,0.0,461.0,0.003702057,0,2015-09-02,276.0,0.0,0.0,0.0,-9.5,0.0
1850,21.29,27.89,0.0,565.0,0.004365799,0,2015-12-02,1204.0,0.0,0.19000000000000128,0.0,-2.5,2.9949000000000468e-05
4411,19.79,36.2,24.0,509.0,0.005172462,0,2015-02-14,946.0,-0.10000000000000142,0.0,-7.0,-2.0,-3.24489999999995e-05
14804,19.29,27.5,0.0,426.0,0.00380077,0,2015-08-02,1105.0,0.0,0.054999999999999716,0.0,1.0,7.64800000000029e-06
16678,19.39,26.7,0.0,471.5,0.0037127270000000003,0,2015-09-02,159.0,0.0,-0.045000000000001705,0.0,-0.5,-6.294999999999912e-06
9520,20.7,24.79,0.0,481.0,0.003738573,0,2015-04-02,201.0,0.0,0.0,0.0,-7.25,0.0
15309,19.5,31.2,0.0,438.5,0.0043728659999999996,0,2015-08-02,231.0,0.054999999999999716,0.1999999999999993,0.0,4.0,4.316699999999934e-05
3259,21.0,24.6,0.0,579.0,0.003779293,0,2015-02-13,93.0,0.0,-0.3949999999999996,0.0,11.0,-6.105799999999969e-05
12551,20.29,18.745,0.0,437.0,0.002751957,0,2015-06-02,352.0,0.0,0.045000000000001705,0.0,0.0,6.636000000000402e-06
9309,21.5,25.79,0.0,493.0,0.004087546,0,2015-04-02,882.0,0.054999999999999716,0.04499999999999815,0.0,0.5,2.0990000000000245e-05
4412,19.84,36.145,24.0,513.0,0.005180715,0,2015-02-14,947.0,0.0,-0.09999999999999432,11.0,1.0,-1.4452000000000735e-05
7967,22.7,31.1,433.0,1344.25,0.005313565,1,2015-03-02,1040.0,0.0,-0.16999999999999815,0.0,-40.34999999999991,-2.9294999999999495e-05
553,20.84,35.195,433.0,636.75,0.005367640999999999,1,2015-10-02,554.0,0.14000000000000057,0.7775000000000034,14.0,68.0,0.00016500399999999898
5385,19.945,36.5,17.0,501.0,0.005266484,0,2015-02-14,540.0,0.054999999999999716,-0.14500000000000313,8.5,-5.5,-2.9519999999996424e-06
7683,22.66666667,26.71333333,652.5,1030.333333,0.0045493140000000005,1,2015-03-02,757.0,0.16666667000000146,-0.2866666699999989,35.5,-9.666666999999961,-2.535999999999164e-06
13850,19.79,19.15,0.0,440.0,0.002725585,0,2015-07-02,210.0,-0.10000000000000142,0.04999999999999716,0.0,1.0,-9.840000000000109e-06
5917,21.0,32.0,24.0,677.0,0.004925155,0,2015-02-15,1012.0,-0.05000000000000071,0.054999999999999716,-2.5,8.5,-6.719000000000516e-06
13986,19.76,19.26,0.0,442.33333330000005,0.00273619,0,2015-07-02,347.0,-0.029999999999997584,-0.029999999999997584,0.0,2.3333333000000493,-9.409000000000153e-06
991,20.7225,29.67,0.0,488.75,0.004486083,0,2015-11-02,418.0,-0.067499999999999,0.1750000000000007,0.0,-3.25,7.94000000000055e-06
2410,20.5,22.445,0.0,734.5,0.0033413159999999996,0,2015-12-02,445.0,0.0,-0.75,0.0,19.0,-0.00011227000000000025
10947,20.96333333,24.89,0.0,443.33333330000005,0.0038154559999999996,0,2015-05-02,188.0,-0.0366666699999989,0.0,0.0,-0.6666666999999507,-8.663000000000767e-06
8919,20.85666667,24.92666667,0.0,552.6666667000001,0.00379597,0,2015-04-02,13.0,0.02666667000000089,0.056666669999998476,0.0,5.666666700000064,1.4930000000000238e-05
14174,19.63333333,19.5,38.33333333,451.33333330000005,0.002748638,0,2015-07-02,535.0,-0.03333334000000221,0.0366666699999989,7.333333330000002,-3.6666666999999507,-5.199999999999476e-07
14025,19.7,19.39,0.0,444.0,0.0027444540000000003,0,2015-07-02,386.0,0.0,0.0,0.0,-6.0,0.0
